"Year-Quarter (time)","Geographic Area Name (NAME)","Amount ($1,000,000) (CELL_VALUE)"
"2012-Q2","Rhode Island","820"
"2012-Q3","Rhode Island","767"
"2012-Q4","Rhode Island","655"
"2013-Q1","Rhode Island","642"
"2013-Q2","Rhode Island","870"
"2013-Q3","Rhode Island","799"
"2013-Q4","Rhode Island","640"
"2014-Q1","Rhode Island","671"
"2014-Q2","Rhode Island","867"
"2014-Q3","Rhode Island","821"
"2014-Q4","Rhode Island","690"
"2015-Q1","Rhode Island","712"
"2015-Q2","Rhode Island","975"
"2015-Q3","Rhode Island","873"
"2015-Q4","Rhode Island","699"
"2016-Q1","Rhode Island","761"
"2016-Q2","Rhode Island","934"
"2016-Q3","Rhode Island","899"
"2016-Q4","Rhode Island","694"
"2017-Q1","Rhode Island","722"
"2017-Q2","Rhode Island","996"
"2017-Q3","Rhode Island","970"
"2017-Q4","Rhode Island","756"
"2018-Q1","Rhode Island","764"
"2018-Q2","Rhode Island","1,026"
"2018-Q3","Rhode Island","984"
"2018-Q4","Rhode Island","811"
"2019-Q1","Rhode Island","777"
"2019-Q2","Rhode Island","1,113"
"2019-Q3","Rhode Island","1,038"
"2019-Q4","Rhode Island","867"
"1999-Q1","South Carolina","1,323"
"1999-Q2","South Carolina","1,632"
"1999-Q3","South Carolina","1,378"
"1999-Q4","South Carolina","1,662"
"2000-Q1","South Carolina","1,326"
"2000-Q2","South Carolina","2,036"
"2000-Q3","South Carolina","1,421"
"2000-Q4","South Carolina","1,649"
"2001-Q1","South Carolina","1,362"
"2001-Q2","South Carolina","1,983"
"2001-Q3","South Carolina","1,435"
"2001-Q4","South Carolina","1,206"
"2002-Q1","South Carolina","1,251"
"2002-Q2","South Carolina","1,859"
"2002-Q3","South Carolina","1,069"
"2002-Q4","South Carolina","1,231"
"2003-Q1","South Carolina","1,207"
"2003-Q2","South Carolina","2,015"
"2003-Q3","South Carolina","1,185"
"2003-Q4","South Carolina","1,890"
"2004-Q1","South Carolina","1,445"
"2004-Q2","South Carolina","2,285"
"2004-Q3","South Carolina","1,124"
"2004-Q4","South Carolina","2,037"
"2005-Q1","South Carolina","1,545"
"2005-Q2","South Carolina","2,537"
"2005-Q3","South Carolina","1,439"
"2005-Q4","South Carolina","2,120"
"2006-Q1","South Carolina","1,697"
"2006-Q2","South Carolina","2,863"
"2006-Q3","South Carolina","1,529"
"2006-Q4","South Carolina","2,287"
"2007-Q1","South Carolina","1,895"
"2007-Q2","South Carolina","2,998"
"2007-Q3","South Carolina","1,574"
"2007-Q4","South Carolina","2,345"
"2008-Q1","South Carolina","1,562"
"2008-Q2","South Carolina","2,728"
"2008-Q3","South Carolina","1,403"
"2008-Q4","South Carolina","2,054"
"2009-Q1","South Carolina","1,398"
"2009-Q2","South Carolina","2,145"
"2009-Q3","South Carolina","1,332"
"2009-Q4","South Carolina","1,906"
"2010-Q1","South Carolina","1,308"
"2010-Q2","South Carolina","2,184"
"2010-Q3","South Carolina","1,390"
"2010-Q4","South Carolina","2,076"
"2011-Q1","South Carolina","1,337"
"2011-Q2","South Carolina","2,378"
"2011-Q3","South Carolina","1,450"
"2011-Q4","South Carolina","2,110"
"2012-Q1","South Carolina","1,444"
"2012-Q2","South Carolina","2,512"
"2012-Q3","South Carolina","2,053"
"2012-Q4","South Carolina","2,283"
"2013-Q1","South Carolina","1,569"
"2013-Q2","South Carolina","2,683"
"2013-Q3","South Carolina","2,001"
"2013-Q4","South Carolina","2,298"
"2014-Q1","South Carolina","1,622"
"2014-Q2","South Carolina","2,691"
"2014-Q3","South Carolina","2,502"
"2014-Q4","South Carolina","2,346"
"2015-Q1","South Carolina","1,651"
"2015-Q2","South Carolina","2,735"
"2015-Q3","South Carolina","2,553"
"2015-Q4","South Carolina","2,477"
"2016-Q1","South Carolina","1,802"
"2016-Q2","South Carolina","2,777"
"2016-Q3","South Carolina","2,737"
"2016-Q4","South Carolina","2,629"
"2017-Q1","South Carolina","1,767"
"2017-Q2","South Carolina","2,959"
"2017-Q3","South Carolina","2,735"
"2017-Q4","South Carolina","2,879"
"2018-Q1","South Carolina","2,004"
"2018-Q2","South Carolina","3,272"
"2018-Q3","South Carolina","3,108"
"2018-Q4","South Carolina","2,698"
"2019-Q1","South Carolina","2,052"
"2019-Q2","South Carolina","3,500"
"2019-Q3","South Carolina","3,276"
"2019-Q4","South Carolina","2,983"
"1999-Q1","South Dakota","175"
"1999-Q2","South Dakota","180"
"1999-Q3","South Dakota","210"
"1999-Q4","South Dakota","199"
"2000-Q1","South Dakota","191"
"2000-Q2","South Dakota","192"
"2000-Q3","South Dakota","234"
"2000-Q4","South Dakota","249"
"2001-Q1","South Dakota","220"
"2001-Q2","South Dakota","215"
"2001-Q3","South Dakota","239"
"2001-Q4","South Dakota","258"
"2002-Q1","South Dakota","226"
"2002-Q2","South Dakota","222"
"2002-Q3","South Dakota","274"
"2002-Q4","South Dakota","265"
"2003-Q1","South Dakota","234"
"2003-Q2","South Dakota","243"
"2003-Q3","South Dakota","273"
"2003-Q4","South Dakota","274"
"2004-Q1","South Dakota","262"
"2004-Q2","South Dakota","264"
"2004-Q3","South Dakota","287"
"2004-Q4","South Dakota","282"
"2005-Q1","South Dakota","277"
"2005-Q2","South Dakota","274"
"2005-Q3","South Dakota","300"
"2005-Q4","South Dakota","297"
"2006-Q1","South Dakota","290"
"2006-Q2","South Dakota","294"
"2006-Q3","South Dakota","317"
"2006-Q4","South Dakota","312"
"2007-Q1","South Dakota","306"
"2007-Q2","South Dakota","313"
"2007-Q3","South Dakota","343"
"2007-Q4","South Dakota","351"
"2008-Q1","South Dakota","338"
"2008-Q2","South Dakota","282"
"2008-Q3","South Dakota","361"
"2008-Q4","South Dakota","367"
"2009-Q1","South Dakota","317"
"2009-Q2","South Dakota","280"
"2009-Q3","South Dakota","352"
"2009-Q4","South Dakota","339"
"2010-Q1","South Dakota","303"
"2010-Q2","South Dakota","310"
"2010-Q3","South Dakota","356"
"2010-Q4","South Dakota","342"
"2011-Q1","South Dakota","335"
"2011-Q2","South Dakota","331"
"2011-Q3","South Dakota","404"
"2011-Q4","South Dakota","377"
"2012-Q1","South Dakota","374"
"2012-Q2","South Dakota","351"
"2012-Q3","South Dakota","377"
"2012-Q4","South Dakota","375"
"2013-Q1","South Dakota","374"
"2013-Q2","South Dakota","392"
"2013-Q3","South Dakota","399"
"2013-Q4","South Dakota","407"
"2014-Q1","South Dakota","392"
"2014-Q2","South Dakota","394"
"2014-Q3","South Dakota","424"
"2014-Q4","South Dakota","414"
"2015-Q1","South Dakota","385"
"2015-Q2","South Dakota","406"
"2015-Q3","South Dakota","456"
"2015-Q4","South Dakota","458"
"2016-Q1","South Dakota","410"
"2016-Q2","South Dakota","408"
"2016-Q3","South Dakota","492"
"2016-Q4","South Dakota","471"
"2017-Q1","South Dakota","434"
"2017-Q2","South Dakota","429"
"2017-Q3","South Dakota","491"
"2017-Q4","South Dakota","496"
"2018-Q1","South Dakota","463"
"2018-Q2","South Dakota","457"
"2018-Q3","South Dakota","516"
"2018-Q4","South Dakota","480"
"2019-Q1","South Dakota","466"
"2019-Q2","South Dakota","477"
"2019-Q3","South Dakota","531"
"2019-Q4","South Dakota","514"
"1999-Q1","Tennessee","1,770"
"1999-Q2","Tennessee","2,084"
"1999-Q3","Tennessee","1,817"
"1999-Q4","Tennessee","1,724"
"2000-Q1","Tennessee","1,926"
"2000-Q2","Tennessee","2,304"
"2000-Q3","Tennessee","1,984"
"2000-Q4","Tennessee","1,758"
"2001-Q1","Tennessee","1,898"
"2001-Q2","Tennessee","2,392"
"2001-Q3","Tennessee","1,945"
"2001-Q4","Tennessee","1,707"
"2002-Q1","Tennessee","1,868"
"2002-Q2","Tennessee","2,281"
"2002-Q3","Tennessee","2,160"
"2002-Q4","Tennessee","1,948"
"2003-Q1","Tennessee","2,102"
"2003-Q2","Tennessee","2,624"
"2003-Q3","Tennessee","2,346"
"2003-Q4","Tennessee","2,090"
"2004-Q1","Tennessee","2,264"
"2004-Q2","Tennessee","2,829"
"2004-Q3","Tennessee","2,352"
"2004-Q4","Tennessee","2,196"
"2005-Q1","Tennessee","2,412"
"2005-Q2","Tennessee","3,047"
"2005-Q3","Tennessee","2,603"
"2005-Q4","Tennessee","2,382"
"2006-Q1","Tennessee","2,517"
"2006-Q2","Tennessee","3,271"
"2006-Q3","Tennessee","2,661"
"2006-Q4","Tennessee","2,491"
"2007-Q1","Tennessee","2,722"
"2007-Q2","Tennessee","3,486"
"2007-Q3","Tennessee","2,800"
"2007-Q4","Tennessee","2,478"
"2008-Q1","Tennessee","2,748"
"2008-Q2","Tennessee","3,494"
"2008-Q3","Tennessee","2,682"
"2008-Q4","Tennessee","2,300"
"2009-Q1","Tennessee","2,469"
"2009-Q2","Tennessee","3,099"
"2009-Q3","Tennessee","2,531"
"2009-Q4","Tennessee","2,267"
"2010-Q1","Tennessee","2,478"
"2010-Q2","Tennessee","3,180"
"2010-Q3","Tennessee","2,666"
"2010-Q4","Tennessee","2,410"
"2011-Q1","Tennessee","2,662"
"2011-Q2","Tennessee","3,370"
"2011-Q3","Tennessee","2,941"
"2011-Q4","Tennessee","2,728"
"2012-Q1","Tennessee","2,978"
"2012-Q2","Tennessee","3,702"
"2012-Q3","Tennessee","2,987"
"2012-Q4","Tennessee","2,810"
"2013-Q1","Tennessee","3,041"
"2013-Q2","Tennessee","3,846"
"2013-Q3","Tennessee","3,058"
"2013-Q4","Tennessee","2,842"
"2014-Q1","Tennessee","3,057"
"2014-Q2","Tennessee","3,848"
"2014-Q3","Tennessee","3,198"
"2014-Q4","Tennessee","2,893"
"2015-Q1","Tennessee","3,342"
"2015-Q2","Tennessee","4,211"
"2015-Q3","Tennessee","3,367"
"2015-Q4","Tennessee","3,294"
"2016-Q1","Tennessee","3,466"
"2016-Q2","Tennessee","4,439"
"2016-Q3","Tennessee","3,542"
"2016-Q4","Tennessee","3,462"
"2017-Q1","Tennessee","3,582"
"2017-Q2","Tennessee","4,667"
"2017-Q3","Tennessee","3,571"
"2017-Q4","Tennessee","3,573"
"2018-Q1","Tennessee","3,586"
"2018-Q2","Tennessee","4,850"
"2018-Q3","Tennessee","3,916"
"2018-Q4","Tennessee","3,618"
"2019-Q1","Tennessee","3,831"
"2019-Q2","Tennessee","5,124"
"2019-Q3","Tennessee","4,191"
"2019-Q4","Tennessee","3,914"
"1999-Q1","Texas","5,409"
"1999-Q2","Texas","7,382"
"1999-Q3","Texas","6,508"
"1999-Q4","Texas","6,169"
"2000-Q1","Texas","6,503"
"2000-Q2","Texas","8,131"
"2000-Q3","Texas","6,877"
"2000-Q4","Texas","6,684"
"2001-Q1","Texas","7,186"
"2001-Q2","Texas","7,649"
"2001-Q3","Texas","7,171"
"2001-Q4","Texas","6,612"
"2002-Q1","Texas","6,896"
"2002-Q2","Texas","7,885"
"2002-Q3","Texas","7,352"
"2002-Q4","Texas","6,563"
"2003-Q1","Texas","6,886"
"2003-Q2","Texas","7,896"
"2003-Q3","Texas","7,313"
"2003-Q4","Texas","6,959"
"2004-Q1","Texas","7,461"
"2004-Q2","Texas","8,638"
"2004-Q3","Texas","7,736"
"2004-Q4","Texas","7,343"
"2005-Q1","Texas","7,914"
"2005-Q2","Texas","9,137"
"2005-Q3","Texas","8,618"
"2005-Q4","Texas","8,287"
"2006-Q1","Texas","8,915"
"2006-Q2","Texas","10,399"
"2006-Q3","Texas","9,312"
"2006-Q4","Texas","8,746"
"2007-Q1","Texas","9,677"
"2007-Q2","Texas","11,536"
"2007-Q3","Texas","10,355"
"2007-Q4","Texas","9,708"
"2008-Q1","Texas","10,137"
"2008-Q2","Texas","14,016"
"2008-Q3","Texas","11,134"
"2008-Q4","Texas","9,614"
"2009-Q1","Texas","9,235"
"2009-Q2","Texas","12,541"
"2009-Q3","Texas","9,307"
"2009-Q4","Texas","8,482"
"2010-Q1","Texas","9,165"
"2010-Q2","Texas","12,508"
"2010-Q3","Texas","9,737"
"2010-Q4","Texas","9,285"
"2011-Q1","Texas","9,975"
"2011-Q2","Texas","13,561"
"2011-Q3","Texas","10,813"
"2011-Q4","Texas","10,421"
"2012-Q1","Texas","11,176"
"2012-Q2","Texas","15,373"
"2012-Q3","Texas","11,982"
"2012-Q4","Texas","11,019"
"2013-Q1","Texas","11,859"
"2013-Q2","Texas","16,032"
"2013-Q3","Texas","12,749"
"2013-Q4","Texas","11,645"
"2014-Q1","Texas","12,831"
"2014-Q2","Texas","16,921"
"2014-Q3","Texas","13,749"
"2014-Q4","Texas","12,312"
"2015-Q1","Texas","13,233"
"2015-Q2","Texas","16,437"
"2015-Q3","Texas","13,105"
"2015-Q4","Texas","11,720"
"2016-Q1","Texas","12,612"
"2016-Q2","Texas","15,121"
"2016-Q3","Texas","12,680"
"2016-Q4","Texas","11,652"
"2017-Q1","Texas","13,109"
"2017-Q2","Texas","15,529"
"2017-Q3","Texas","13,323"
"2017-Q4","Texas","13,083"
"2018-Q1","Texas","14,370"
"2018-Q2","Texas","17,524"
"2018-Q3","Texas","15,350"
"2018-Q4","Texas","13,978"
"2019-Q1","Texas","15,217"
"2019-Q2","Texas","18,320"
"2019-Q3","Texas","15,842"
"2019-Q4","Texas","14,689"
"1999-Q1","Utah","878"
"1999-Q2","Utah","1,342"
"1999-Q3","Utah","897"
"1999-Q4","Utah","950"
"2000-Q1","Utah","868"
"2000-Q2","Utah","1,152"
"2000-Q3","Utah","1,039"
"2000-Q4","Utah","962"
"2001-Q1","Utah","914"
"2001-Q2","Utah","1,155"
"2001-Q3","Utah","989"
"2001-Q4","Utah","1,060"
"2002-Q1","Utah","787"
"2002-Q2","Utah","1,092"
"2002-Q3","Utah","994"
"2002-Q4","Utah","1,019"
"2003-Q1","Utah","851"
"2003-Q2","Utah","1,092"
"2003-Q3","Utah","1,014"
"2003-Q4","Utah","1,134"
"2004-Q1","Utah","859"
"2004-Q2","Utah","1,197"
"2004-Q3","Utah","1,103"
"2004-Q4","Utah","1,232"
"2005-Q1","Utah","961"
"2005-Q2","Utah","1,370"
"2005-Q3","Utah","1,241"
"2005-Q4","Utah","1,376"
"2006-Q1","Utah","1,159"
"2006-Q2","Utah","1,722"
"2006-Q3","Utah","1,404"
"2006-Q4","Utah","1,493"
"2007-Q1","Utah","1,199"
"2007-Q2","Utah","1,976"
"2007-Q3","Utah","1,423"
"2007-Q4","Utah","1,607"
"2008-Q1","Utah","1,167"
"2008-Q2","Utah","1,909"
"2008-Q3","Utah","1,387"
"2008-Q4","Utah","1,336"
"2009-Q1","Utah","1,127"
"2009-Q2","Utah","1,566"
"2009-Q3","Utah","1,137"
"2009-Q4","Utah","1,324"
"2010-Q1","Utah","1,105"
"2010-Q2","Utah","1,527"
"2010-Q3","Utah","1,305"
"2010-Q4","Utah","1,308"
"2011-Q1","Utah","1,196"
"2011-Q2","Utah","1,661"
"2011-Q3","Utah","1,357"
"2011-Q4","Utah","1,349"
"2012-Q1","Utah","1,322"
"2012-Q2","Utah","1,782"
"2012-Q3","Utah","1,442"
"2012-Q4","Utah","1,509"
"2013-Q1","Utah","1,319"
"2013-Q2","Utah","2,056"
"2013-Q3","Utah","1,443"
"2013-Q4","Utah","1,515"
"2014-Q1","Utah","1,391"
"2014-Q2","Utah","1,957"
"2014-Q3","Utah","1,540"
"2014-Q4","Utah","1,627"
"2015-Q1","Utah","1,431"
"2015-Q2","Utah","2,100"
"2015-Q3","Utah","1,730"
"2015-Q4","Utah","1,701"
"2016-Q1","Utah","1,494"
"2016-Q2","Utah","2,117"
"2016-Q3","Utah","1,620"
"2016-Q4","Utah","1,803"
"2017-Q1","Utah","1,587"
"2017-Q2","Utah","2,280"
"2017-Q3","Utah","1,894"
"2017-Q4","Utah","2,243"
"2018-Q1","Utah","2,224"
"2018-Q2","Utah","2,794"
"2018-Q3","Utah","2,101"
"2018-Q4","Utah","2,209"
"2019-Q1","Utah","2,084"
"2019-Q2","Utah","3,248"
"2019-Q3","Utah","2,151"
"2019-Q4","Utah","2,372"
"1999-Q1","Vermont","250"
"1999-Q2","Vermont","282"
"1999-Q3","Vermont","330"
"1999-Q4","Vermont","355"
"2000-Q1","Vermont","342"
"2000-Q2","Vermont","444"
"2000-Q3","Vermont","338"
"2000-Q4","Vermont","354"
"2001-Q1","Vermont","375"
"2001-Q2","Vermont","449"
"2001-Q3","Vermont","327"
"2001-Q4","Vermont","342"
"2002-Q1","Vermont","346"
"2002-Q2","Vermont","425"
"2002-Q3","Vermont","360"
"2002-Q4","Vermont","371"
"2003-Q1","Vermont","363"
"2003-Q2","Vermont","443"
"2003-Q3","Vermont","380"
"2003-Q4","Vermont","392"
"2004-Q1","Vermont","391"
"2004-Q2","Vermont","490"
"2004-Q3","Vermont","349"
"2004-Q4","Vermont","369"
"2005-Q1","Vermont","312"
"2005-Q2","Vermont","1,074"
"2005-Q3","Vermont","381"
"2005-Q4","Vermont","321"
"2006-Q1","Vermont","340"
"2006-Q2","Vermont","1,238"
"2006-Q3","Vermont","388"
"2006-Q4","Vermont","376"
"2007-Q1","Vermont","354"
"2007-Q2","Vermont","1,261"
"2007-Q3","Vermont","388"
"2007-Q4","Vermont","476"
"2008-Q1","Vermont","363"
"2008-Q2","Vermont","1,183"
"2008-Q3","Vermont","386"
"2008-Q4","Vermont","434"
"2009-Q1","Vermont","337"
"2009-Q2","Vermont","1,210"
"2009-Q3","Vermont","395"
"2009-Q4","Vermont","459"
"2010-Q1","Vermont","359"
"2010-Q2","Vermont","1,274"
"2010-Q3","Vermont","422"
"2010-Q4","Vermont","492"
"2011-Q1","Vermont","409"
"2011-Q2","Vermont","1,348"
"2011-Q3","Vermont","447"
"2011-Q4","Vermont","493"
"2012-Q1","Vermont","431"
"2012-Q2","Vermont","1,368"
"2012-Q3","Vermont","456"
"2012-Q4","Vermont","527"
"2013-Q1","Vermont","440"
"2013-Q2","Vermont","1,437"
"2013-Q3","Vermont","481"
"2013-Q4","Vermont","551"
"2014-Q1","Vermont","453"
"2014-Q2","Vermont","1,483"
"2014-Q3","Vermont","491"
"2014-Q4","Vermont","557"
"2015-Q1","Vermont","471"
"2015-Q2","Vermont","1,524"
"2015-Q3","Vermont","498"
"2015-Q4","Vermont","580"
"2016-Q1","Vermont","473"
"2016-Q2","Vermont","1,536"
"2016-Q3","Vermont","508"
"2016-Q4","Vermont","575"
"2017-Q1","Vermont","511"
"2017-Q2","Vermont","1,563"
"2017-Q3","Vermont","510"
"2017-Q4","Vermont","598"
"2018-Q1","Vermont","542"
"2018-Q2","Vermont","1,634"
"2018-Q3","Vermont","542"
"2018-Q4","Vermont","640"
"2019-Q1","Vermont","542"
"2019-Q2","Vermont","1,705"
"2019-Q3","Vermont","588"
"2019-Q4","Vermont","665"
"1999-Q1","Virginia","2,738"
"1999-Q2","Virginia","3,623"
"1999-Q3","Virginia","2,958"
"1999-Q4","Virginia","2,984"
"2000-Q1","Virginia","2,787"
"2000-Q2","Virginia","4,349"
"2000-Q3","Virginia","2,950"
"2000-Q4","Virginia","3,007"
"2001-Q1","Virginia","3,077"
"2001-Q2","Virginia","4,060"
"2001-Q3","Virginia","3,257"
"2001-Q4","Virginia","3,168"
"2002-Q1","Virginia","2,486"
"2002-Q2","Virginia","3,871"
"2002-Q3","Virginia","2,971"
"2002-Q4","Virginia","3,157"
"2003-Q1","Virginia","2,921"
"2003-Q2","Virginia","3,923"
"2003-Q3","Virginia","3,179"
"2003-Q4","Virginia","3,511"
"2004-Q1","Virginia","3,169"
"2004-Q2","Virginia","4,375"
"2004-Q3","Virginia","3,544"
"2004-Q4","Virginia","3,873"
"2005-Q1","Virginia","3,689"
"2005-Q2","Virginia","4,813"
"2005-Q3","Virginia","3,171"
"2005-Q4","Virginia","5,094"
"2006-Q1","Virginia","3,831"
"2006-Q2","Virginia","5,096"
"2006-Q3","Virginia","4,248"
"2006-Q4","Virginia","5,099"
"2007-Q1","Virginia","3,983"
"2007-Q2","Virginia","5,642"
"2007-Q3","Virginia","4,427"
"2007-Q4","Virginia","4,274"
"2008-Q1","Virginia","4,064"
"2008-Q2","Virginia","5,558"
"2008-Q3","Virginia","4,382"
"2008-Q4","Virginia","4,223"
"2009-Q1","Virginia","3,255"
"2009-Q2","Virginia","4,748"
"2009-Q3","Virginia","4,051"
"2009-Q4","Virginia","4,161"
"2010-Q1","Virginia","3,223"
"2010-Q2","Virginia","4,826"
"2010-Q3","Virginia","3,930"
"2010-Q4","Virginia","4,339"
"2011-Q1","Virginia","3,697"
"2011-Q2","Virginia","5,319"
"2011-Q3","Virginia","4,112"
"2011-Q4","Virginia","4,412"
"2012-Q1","Virginia","3,925"
"2012-Q2","Virginia","5,591"
"2012-Q3","Virginia","4,535"
"2012-Q4","Virginia","4,495"
"2013-Q1","Virginia","4,077"
"2013-Q2","Virginia","6,011"
"2013-Q3","Virginia","4,469"
"2013-Q4","Virginia","4,587"
"2014-Q1","Virginia","4,157"
"2014-Q2","Virginia","5,721"
"2014-Q3","Virginia","4,747"
"2014-Q4","Virginia","5,041"
"2015-Q1","Virginia","4,265"
"2015-Q2","Virginia","6,341"
"2015-Q3","Virginia","5,033"
"2015-Q4","Virginia","5,051"
"2016-Q1","Virginia","4,666"
"2016-Q2","Virginia","6,286"
"2016-Q3","Virginia","5,197"
"2016-Q4","Virginia","5,283"
"2017-Q1","Virginia","4,964"
"2017-Q2","Virginia","6,399"
"2017-Q3","Virginia","5,430"
"2017-Q4","Virginia","5,658"
"2018-Q1","Virginia","5,416"
"2018-Q2","Virginia","6,471"
"2018-Q3","Virginia","5,550"
"2018-Q4","Virginia","5,504"
"2019-Q1","Virginia","6,190"
"2019-Q2","Virginia","8,823"
"2019-Q3","Virginia","6,537"
"2019-Q4","Virginia","6,919"
"1999-Q1","Washington","2,996"
"1999-Q2","Washington","3,283"
"1999-Q3","Washington","3,200"
"1999-Q4","Washington","3,084"
"2000-Q1","Washington","3,132"
"2000-Q2","Washington","3,152"
"2000-Q3","Washington","3,216"
"2000-Q4","Washington","3,024"
"2001-Q1","Washington","3,230"
"2001-Q2","Washington","3,302"
"2001-Q3","Washington","3,095"
"2001-Q4","Washington","3,046"
"2002-Q1","Washington","3,164"
"2002-Q2","Washington","3,323"
"2002-Q3","Washington","3,280"
"2002-Q4","Washington","3,133"
"2003-Q1","Washington","3,243"
"2003-Q2","Washington","3,414"
"2003-Q3","Washington","3,478"
"2003-Q4","Washington","3,326"
"2004-Q1","Washington","3,446"
"2004-Q2","Washington","3,653"
"2004-Q3","Washington","3,774"
"2004-Q4","Washington","3,486"
"2005-Q1","Washington","3,720"
"2005-Q2","Washington","3,827"
"2005-Q3","Washington","4,071"
"2005-Q4","Washington","3,829"
"2006-Q1","Washington","4,168"
"2006-Q2","Washington","4,339"
"2006-Q3","Washington","4,632"
"2006-Q4","Washington","4,135"
"2007-Q1","Washington","4,356"
"2007-Q2","Washington","4,577"
"2007-Q3","Washington","4,710"
"2007-Q4","Washington","4,295"
"2008-Q1","Washington","4,555"
"2008-Q2","Washington","4,345"
"2008-Q3","Washington","4,670"
"2008-Q4","Washington","3,919"
"2009-Q1","Washington","4,144"
"2009-Q2","Washington","3,675"
"2009-Q3","Washington","4,254"
"2009-Q4","Washington","3,627"
"2010-Q1","Washington","4,137"
"2010-Q2","Washington","4,111"
"2010-Q3","Washington","4,408"
"2010-Q4","Washington","3,908"
"2011-Q1","Washington","4,383"
"2011-Q2","Washington","4,630"
"2011-Q3","Washington","4,586"
"2011-Q4","Washington","3,969"
"2012-Q1","Washington","4,543"
"2012-Q2","Washington","4,478"
"2012-Q3","Washington","4,792"
"2012-Q4","Washington","4,319"
"2013-Q1","Washington","4,847"
"2013-Q2","Washington","4,735"
"2013-Q3","Washington","5,263"
"2013-Q4","Washington","4,351"
"2014-Q1","Washington","4,959"
"2014-Q2","Washington","4,919"
"2014-Q3","Washington","5,384"
"2014-Q4","Washington","4,610"
"2015-Q1","Washington","5,417"
"2015-Q2","Washington","5,239"
"2015-Q3","Washington","5,749"
"2015-Q4","Washington","5,092"
"2016-Q1","Washington","5,811"
"2016-Q2","Washington","5,652"
"2016-Q3","Washington","5,987"
"2016-Q4","Washington","5,919"
"2017-Q1","Washington","6,227"
"2017-Q2","Washington","5,817"
"2017-Q3","Washington","6,265"
"2017-Q4","Washington","5,892"
"2018-Q1","Washington","6,514"
"2018-Q2","Washington","7,342"
"2018-Q3","Washington","5,744"
"2018-Q4","Washington","6,227"
"2019-Q1","Washington","7,553"
"2019-Q2","Washington","8,641"
"2019-Q3","Washington","7,996"
"2019-Q4","Washington","6,621"
"1999-Q1","West Virginia","731"
"1999-Q2","West Virginia","940"
"1999-Q3","West Virginia","738"
"1999-Q4","West Virginia","726"
"2000-Q1","West Virginia","765"
"2000-Q2","West Virginia","935"
"2000-Q3","West Virginia","805"
"2000-Q4","West Virginia","792"
"2001-Q1","West Virginia","788"
"2001-Q2","West Virginia","1,019"
"2001-Q3","West Virginia","802"
"2001-Q4","West Virginia","879"
"2002-Q1","West Virginia","854"
"2002-Q2","West Virginia","1,034"
"2002-Q3","West Virginia","868"
"2002-Q4","West Virginia","837"
"2003-Q1","West Virginia","861"
"2003-Q2","West Virginia","1,017"
"2003-Q3","West Virginia","902"
"2003-Q4","West Virginia","872"
"2004-Q1","West Virginia","887"
"2004-Q2","West Virginia","1,085"
"2004-Q3","West Virginia","947"
"2004-Q4","West Virginia","895"
"2005-Q1","West Virginia","988"
"2005-Q2","West Virginia","1,231"
"2005-Q3","West Virginia","1,050"
"2005-Q4","West Virginia","1,029"
"2006-Q1","West Virginia","1,153"
"2006-Q2","West Virginia","1,326"
"2006-Q3","West Virginia","1,077"
"2006-Q4","West Virginia","1,117"
"2007-Q1","West Virginia","1,124"
"2007-Q2","West Virginia","1,331"
"2007-Q3","West Virginia","1,297"
"2007-Q4","West Virginia","1,011"
"2008-Q1","West Virginia","1,250"
"2008-Q2","West Virginia","1,319"
"2008-Q3","West Virginia","1,287"
"2008-Q4","West Virginia","1,096"
"2009-Q1","West Virginia","1,144"
"2009-Q2","West Virginia","1,283"
"2009-Q3","West Virginia","1,205"
"2009-Q4","West Virginia","1,076"
"2010-Q1","West Virginia","1,096"
"2010-Q2","West Virginia","1,312"
"2010-Q3","West Virginia","1,340"
"2010-Q4","West Virginia","1,120"
"2011-Q1","West Virginia","1,246"
"2011-Q2","West Virginia","1,425"
"2011-Q3","West Virginia","1,338"
"2011-Q4","West Virginia","1,229"
"2012-Q1","West Virginia","1,230"
"2012-Q2","West Virginia","1,558"
"2012-Q3","West Virginia","1,327"
"2012-Q4","West Virginia","1,316"
"2013-Q1","West Virginia","1,207"
"2013-Q2","West Virginia","1,540"
"2013-Q3","West Virginia","1,351"
"2013-Q4","West Virginia","1,268"
"2014-Q1","West Virginia","1,230"
"2014-Q2","West Virginia","1,558"
"2014-Q3","West Virginia","1,351"
"2014-Q4","West Virginia","1,332"
"2015-Q1","West Virginia","1,274"
"2015-Q2","West Virginia","1,602"
"2015-Q3","West Virginia","1,274"
"2015-Q4","West Virginia","1,255"
"2016-Q1","West Virginia","1,184"
"2016-Q2","West Virginia","1,417"
"2016-Q3","West Virginia","1,230"
"2016-Q4","West Virginia","1,222"
"2017-Q1","West Virginia","1,242"
"2017-Q2","West Virginia","1,506"
"2017-Q3","West Virginia","1,251"
"2017-Q4","West Virginia","1,311"
"2018-Q1","West Virginia","1,281"
"2018-Q2","West Virginia","1,579"
"2018-Q3","West Virginia","1,462"
"2018-Q4","West Virginia","1,422"
"2019-Q1","West Virginia","1,328"
"2019-Q2","West Virginia","1,774"
"2019-Q3","West Virginia","1,492"
"2019-Q4","West Virginia","1,383"
"1999-Q1","Wisconsin","2,769"
"1999-Q2","Wisconsin","3,119"
"1999-Q3","Wisconsin","2,144"
